"","city_origin","city_destination","origin_lat","origin_long","destin_lat","destin_long"
"2054","FLORIDACITY","DRYTORTUGAS",25.4478898,-80.4792237,24.633333,-82.92
"2055","BLACKWATERSOUND","ANCLOTEKEYS",25.1741461,-80.4215246,28.1889802,-82.8459982
"2056","FLORIDACITY","FLAGLERBEACH",25.4478898,-80.4792237,29.4749754,-81.1270035
"2057","ANCLOTEKEYS","YANKEETOWN",28.1889802,-82.8459982,29.0299729,-82.7159396
"2058","FLORIDACITY","FLAGLERBEACH",25.4478898,-80.4792237,29.4749754,-81.1270035
"2059","FLORIDACITY","DRYTORTUGAS",25.4478898,-80.4792237,24.633333,-82.92
"2060","BLACKWATERSOUND","ANCLOTEKEYS",25.1741461,-80.4215246,28.1889802,-82.8459982
"2061","FLORIDACITY","FLAGLERBEACH",25.4478898,-80.4792237,29.4749754,-81.1270035
"2062","ANCLOTEKEYS","YANKEETOWN",28.1889802,-82.8459982,29.0299729,-82.7159396
"2063","FLORIDACITY","FLAGLERBEACH",25.4478898,-80.4792237,29.4749754,-81.1270035
"2064","FLORIDACITY","DRYTORTUGAS",25.4478898,-80.4792237,24.633333,-82.92
"2065","BLACKWATERSOUND","BONITABEACH",25.1741461,-80.4215246,26.3307323,-81.8456326
"2066","FLORIDACITY","FLAGLERBEACH",25.4478898,-80.4792237,29.4749754,-81.1270035
"2067","BONITABEACH","ANCLOTEKEYS",26.3514726,-81.855088,28.1889802,-82.8459982
"2068","FLORIDACITY","FLAGLERBEACH",25.4478898,-80.4792237,29.4749754,-81.1270035
"2069","FLORIDACITY","DRYTORTUGAS",25.4478898,-80.4792237,24.633333,-82.92
"2070","BLACKWATERSOUND","BONITABEACH",25.1741461,-80.4215246,26.3307323,-81.8456326
"2071","FLORIDACITY","FLAGLERBEACH",25.4478898,-80.4792237,29.4749754,-81.1270035
"2072","BONITABEACH","ANCLOTEKEYS",26.3514726,-81.855088,28.1889802,-82.8459982
"2073","FLORIDACITY","FERNANDINABEACH",25.4478898,-80.4792237,30.6696818,-81.4625919
"2074","FERNANDINABEACH","SAVANNAH",30.6696818,-81.4625919,32.0835407,-81.0998342
"2075","FLORIDACITY","FERNANDINABEACH",25.4478898,-80.4792237,30.6696818,-81.4625919
"2076","FERNANDINABEACH","LITTLERIVERINLET",30.6696818,-81.4625919,33.854891,-78.60203
"2077","FLORIDACITY","FERNANDINABEACH",25.4478898,-80.4792237,30.6696818,-81.4625919
